id,src,dst,ttype
1066,18,53,TRANSFER
1067,18,1242,TRANSFER
1068,18,13,TRANSFER
1069,18,41,TRANSFER
1070,18,22,TRANSFER
1071,18,209,TRANSFER
1072,18,99,TRANSFER
1073,18,184,TRANSFER
1074,18,925,TRANSFER
1075,18,653,TRANSFER
1076,18,338,TRANSFER
1077,18,68,TRANSFER
1078,18,100,TRANSFER
1079,18,35,TRANSFER
1080,18,107,TRANSFER
1081,18,19,TRANSFER
1082,18,30,TRANSFER
1083,18,48,TRANSFER
1084,18,215,TRANSFER
1085,18,25,TRANSFER
1086,18,628,TRANSFER
1087,18,26,TRANSFER
1088,18,31,TRANSFER
1089,18,40,TRANSFER
1090,18,953,TRANSFER
1091,18,124,TRANSFER
1092,18,23,TRANSFER
1093,18,729,TRANSFER
1094,18,57,TRANSFER
1095,18,14,TRANSFER
1096,18,72,TRANSFER
1097,18,1437,TRANSFER
1098,18,464,TRANSFER
1099,18,62,TRANSFER
1100,18,54,TRANSFER
1101,18,320,TRANSFER
1102,18,321,TRANSFER
1103,18,103,TRANSFER
1104,18,20,TRANSFER
1105,18,191,TRANSFER
1106,18,45,TRANSFER
1107,18,38,TRANSFER
1108,18,12,TRANSFER
1109,18,108,TRANSFER
1110,18,129,TRANSFER
1111,18,1048,TRANSFER
1112,18,460,TRANSFER
1113,18,37,TRANSFER
1114,18,27,TRANSFER
1115,18,1194,TRANSFER
1116,18,467,TRANSFER
1117,18,82,TRANSFER
1118,18,962,TRANSFER
1119,18,11,TRANSFER
1120,18,29,TRANSFER
1121,18,192,TRANSFER
1122,18,240,TRANSFER
1123,18,1158,TRANSFER
1124,18,55,TRANSFER
1125,18,98,TRANSFER
1126,18,139,TRANSFER
1127,18,776,TRANSFER
1128,18,50,TRANSFER
1129,18,96,TRANSFER
1130,18,976,TRANSFER
1131,18,60,TRANSFER
1132,18,33,TRANSFER
1133,18,883,TRANSFER
1134,18,4,TRANSFER
1135,18,34,TRANSFER
1136,18,873,TRANSFER
1137,18,46,TRANSFER
1138,18,74,TRANSFER
1139,18,641,TRANSFER
1140,18,164,TRANSFER
1141,18,319,TRANSFER
1142,18,89,TRANSFER
1143,18,535,TRANSFER
1144,18,308,TRANSFER
1145,18,171,TRANSFER
1146,18,63,TRANSFER
1147,18,24,TRANSFER
1148,18,396,TRANSFER
1149,18,116,TRANSFER
1150,18,127,TRANSFER
1151,18,114,TRANSFER
1152,18,1003,TRANSFER
1153,18,652,TRANSFER
1154,18,92,TRANSFER
1155,18,7,TRANSFER
1156,18,331,TRANSFER
1157,18,17,TRANSFER
1158,18,160,TRANSFER
1159,18,80,TRANSFER
1160,18,365,TRANSFER
1161,18,56,TRANSFER
1162,18,5,TRANSFER
1163,18,138,TRANSFER
1164,18,117,TRANSFER
1165,18,49,TRANSFER
1166,18,16,TRANSFER
1167,19,44,TRANSFER
1168,19,27,TRANSFER
1169,19,3,TRANSFER
1170,19,1205,TRANSFER
1171,19,118,TRANSFER
1172,19,135,TRANSFER
1173,19,102,TRANSFER
1174,19,6,TRANSFER
1175,19,42,TRANSFER
1176,19,82,TRANSFER
1177,19,934,TRANSFER
1178,19,43,TRANSFER
1179,19,184,TRANSFER
1180,19,38,TRANSFER
1181,19,164,TRANSFER
1182,19,16,TRANSFER
1183,19,41,TRANSFER
1184,19,128,TRANSFER
1185,19,65,TRANSFER
1186,19,22,TRANSFER
1187,19,9,TRANSFER
1188,19,113,TRANSFER
1189,19,49,TRANSFER
1190,19,743,TRANSFER
1191,19,1259,TRANSFER
1192,19,21,TRANSFER
1193,19,344,TRANSFER
1194,19,37,TRANSFER
1195,19,90,TRANSFER
1196,19,246,TRANSFER
1197,19,54,TRANSFER
1198,19,15,TRANSFER
1199,19,158,TRANSFER
1200,19,56,TRANSFER
1201,19,1339,TRANSFER
1202,19,155,TRANSFER
1203,19,24,TRANSFER
1204,19,11,TRANSFER
1205,19,25,TRANSFER
1206,19,954,TRANSFER
1207,19,295,TRANSFER
1208,19,130,TRANSFER
1209,19,252,TRANSFER
1210,19,48,TRANSFER
1211,19,74,TRANSFER
1212,19,53,TRANSFER
1213,19,280,TRANSFER
1214,19,60,TRANSFER
1215,19,23,TRANSFER
1216,19,30,TRANSFER
1217,19,67,TRANSFER
1218,19,122,TRANSFER
1219,19,350,TRANSFER
1220,19,1247,TRANSFER
1221,19,241,TRANSFER
1222,19,14,TRANSFER
1223,19,59,TRANSFER
1224,19,455,TRANSFER
1225,19,971,TRANSFER
1226,19,69,TRANSFER
1227,19,100,TRANSFER
1228,19,111,TRANSFER
1229,19,531,TRANSFER
1230,19,35,TRANSFER
1231,19,116,TRANSFER
1232,19,909,TRANSFER
1233,19,366,TRANSFER
1234,19,87,TRANSFER
1235,19,1440,TRANSFER
1236,19,32,TRANSFER
1237,19,17,TRANSFER
1238,19,63,TRANSFER
1239,19,157,TRANSFER
1240,19,18,TRANSFER
1241,19,62,TRANSFER
1242,19,156,TRANSFER
1243,19,20,TRANSFER
1244,19,123,TRANSFER
1245,19,34,TRANSFER
1246,19,151,TRANSFER
1247,19,28,TRANSFER
1248,19,1409,TRANSFER
1249,19,278,TRANSFER
1250,19,1016,TRANSFER
1251,19,248,TRANSFER
1252,19,108,TRANSFER
1253,19,75,TRANSFER
1254,19,83,TRANSFER
1255,19,765,TRANSFER
1256,19,377,TRANSFER
1257,19,26,TRANSFER
1258,19,1,TRANSFER
1259,19,10,TRANSFER
1260,19,107,TRANSFER
1261,19,353,TRANSFER
1262,19,47,TRANSFER
1263,19,84,TRANSFER
1264,19,370,TRANSFER
1265,19,354,TRANSFER
1266,19,52,TRANSFER
1267,19,193,TRANSFER
1268,19,141,TRANSFER
1269,19,1022,TRANSFER
1270,19,5,TRANSFER
1271,19,1000,TRANSFER
1272,20,37,TRANSFER
1273,20,24,TRANSFER
1274,20,48,TRANSFER
1275,20,76,TRANSFER
1276,20,187,TRANSFER
1277,20,19,TRANSFER
1278,20,36,TRANSFER
1279,20,11,TRANSFER
1280,20,170,TRANSFER
1281,20,71,TRANSFER
1282,20,32,TRANSFER
1283,20,28,TRANSFER
1284,20,46,TRANSFER
1285,20,115,TRANSFER
1286,20,87,TRANSFER
1287,20,9,TRANSFER
1288,20,40,TRANSFER
1289,20,25,TRANSFER
1290,20,314,TRANSFER
1291,20,44,TRANSFER
1292,20,16,TRANSFER
1293,20,103,TRANSFER
1294,20,0,TRANSFER
1295,20,33,TRANSFER
1296,20,27,TRANSFER
1297,20,974,TRANSFER
1298,20,3,TRANSFER
1299,20,233,TRANSFER
1300,20,126,TRANSFER
1301,20,964,TRANSFER
1302,20,204,TRANSFER
1303,20,251,TRANSFER
1304,20,766,TRANSFER
1305,20,1253,TRANSFER
1306,20,70,TRANSFER
1307,20,14,TRANSFER
1308,20,78,TRANSFER
1309,20,2,TRANSFER
1310,20,758,TRANSFER
1311,20,6,TRANSFER
1312,20,240,TRANSFER
1313,20,139,TRANSFER
1314,20,31,TRANSFER
1315,20,86,TRANSFER
1316,20,130,TRANSFER
1317,20,7,TRANSFER
1318,20,63,TRANSFER
1319,20,21,TRANSFER
1320,20,194,TRANSFER
1321,20,41,TRANSFER
1322,20,355,TRANSFER
1323,20,319,TRANSFER
1324,20,120,TRANSFER
1325,20,4,TRANSFER
1326,20,49,TRANSFER
1327,20,34,TRANSFER
1328,20,445,TRANSFER
1329,20,171,TRANSFER
1330,20,921,TRANSFER
1331,20,26,TRANSFER
1332,20,52,TRANSFER
1333,20,986,TRANSFER
1334,20,17,TRANSFER
1335,20,154,TRANSFER
1336,20,341,TRANSFER
1337,20,250,TRANSFER
1338,20,61,TRANSFER
1339,20,915,TRANSFER
1340,20,469,TRANSFER
1341,20,721,TRANSFER
1342,20,231,TRANSFER
1343,20,88,TRANSFER
1344,20,1421,TRANSFER
1345,20,60,TRANSFER
1346,20,892,TRANSFER
1347,20,15,TRANSFER
1348,20,288,TRANSFER
1349,20,1210,TRANSFER
1350,20,51,TRANSFER
1351,20,1372,TRANSFER
1352,20,42,TRANSFER
1353,20,23,TRANSFER
1354,20,12,TRANSFER
1355,20,293,TRANSFER
1356,20,13,TRANSFER
1357,20,1033,TRANSFER
1358,20,50,TRANSFER
1359,20,80,TRANSFER
1360,20,79,TRANSFER
1361,20,148,TRANSFER
1362,20,8,TRANSFER
1363,20,45,TRANSFER
1364,20,724,TRANSFER
1365,20,35,TRANSFER
1366,20,67,TRANSFER
1367,20,65,TRANSFER
1368,20,437,TRANSFER
1369,20,101,TRANSFER
1370,20,152,TRANSFER
1371,20,638,TRANSFER
1372,20,30,TRANSFER
1373,21,62,TRANSFER
1374,21,207,TRANSFER
1375,21,307,TRANSFER
1376,21,7,TRANSFER
1377,21,44,TRANSFER
1378,21,965,TRANSFER
1379,21,466,TRANSFER
1380,21,31,TRANSFER
1381,21,714,TRANSFER
1382,21,87,TRANSFER
1383,21,102,TRANSFER
1384,21,165,TRANSFER
1385,21,24,TRANSFER
1386,21,492,TRANSFER
1387,21,590,TRANSFER
1388,21,53,TRANSFER
1389,21,106,TRANSFER
1390,21,88,TRANSFER
1391,21,32,TRANSFER
1392,21,58,TRANSFER
1393,21,295,TRANSFER
1394,21,947,TRANSFER
1395,21,12,TRANSFER
1396,21,1030,TRANSFER
1397,21,353,TRANSFER
1398,21,75,TRANSFER
1399,21,71,TRANSFER
1400,21,98,TRANSFER
1401,21,243,TRANSFER
1402,21,81,TRANSFER
1403,21,1163,TRANSFER
1404,21,45,TRANSFER
1405,21,30,TRANSFER
1406,21,94,TRANSFER
1407,21,186,TRANSFER
1408,21,14,TRANSFER
1409,21,321,TRANSFER
1410,21,589,TRANSFER
1411,21,448,TRANSFER
1412,21,985,TRANSFER
1413,21,355,TRANSFER
1414,21,19,TRANSFER
1415,21,4,TRANSFER
1416,21,104,TRANSFER
1417,21,61,TRANSFER
1418,21,9,TRANSFER
1419,21,22,TRANSFER
1420,21,13,TRANSFER
1421,21,957,TRANSFER
1422,21,36,TRANSFER
1423,21,48,TRANSFER
1424,21,97,TRANSFER
1425,21,376,TRANSFER
1426,21,18,TRANSFER
1427,21,68,TRANSFER
1428,21,229,TRANSFER
1429,21,906,TRANSFER
1430,21,23,TRANSFER
1431,21,59,TRANSFER
1432,21,179,TRANSFER
1433,21,78,TRANSFER
1434,21,26,TRANSFER
1435,21,54,TRANSFER
1436,21,727,TRANSFER
1437,21,110,TRANSFER
1438,21,125,TRANSFER
1439,21,15,TRANSFER
1440,21,1342,TRANSFER
1441,21,533,TRANSFER
1442,21,337,TRANSFER
1443,21,1153,TRANSFER
1444,21,978,TRANSFER
1445,21,35,TRANSFER
1446,21,329,TRANSFER
1447,21,116,TRANSFER
1448,21,17,TRANSFER
1449,21,46,TRANSFER
1450,21,29,TRANSFER
1451,21,85,TRANSFER
1452,21,301,TRANSFER
1453,21,11,TRANSFER
1454,21,20,TRANSFER
1455,21,89,TRANSFER
1456,21,1326,TRANSFER
1457,21,1018,TRANSFER
1458,21,135,TRANSFER
1459,21,148,TRANSFER
1460,21,109,TRANSFER
1461,21,982,TRANSFER
1462,21,27,TRANSFER
1463,21,16,TRANSFER
1464,21,641,TRANSFER
1465,21,1044,TRANSFER
1466,21,33,TRANSFER
1467,21,43,TRANSFER
1468,21,77,TRANSFER
1469,21,642,TRANSFER
1470,21,333,TRANSFER
1471,21,271,TRANSFER
1472,22,49,TRANSFER
1473,22,42,TRANSFER
1474,22,54,TRANSFER
1475,22,23,TRANSFER
1476,22,194,TRANSFER
1477,22,15,TRANSFER
1478,22,12,TRANSFER
1479,22,46,TRANSFER
1480,22,461,TRANSFER
1481,22,41,TRANSFER
1482,22,58,TRANSFER
1483,22,382,TRANSFER
1484,22,10,TRANSFER
1485,22,239,TRANSFER
1486,22,29,TRANSFER
1487,22,1214,TRANSFER
1488,22,25,TRANSFER
1489,22,150,TRANSFER
1490,22,21,TRANSFER
1491,22,13,TRANSFER
1492,22,94,TRANSFER
1493,22,35,TRANSFER
1494,22,579,TRANSFER
1495,22,448,TRANSFER
1496,22,44,TRANSFER
1497,22,37,TRANSFER
1498,22,34,TRANSFER
1499,22,4,TRANSFER
1500,22,95,TRANSFER
1501,22,154,TRANSFER
1502,22,30,TRANSFER
1503,22,165,TRANSFER
1504,22,151,TRANSFER
1505,22,64,TRANSFER
1506,22,184,TRANSFER
1507,22,66,TRANSFER
1508,22,92,TRANSFER
1509,22,450,TRANSFER
1510,22,107,TRANSFER
1511,22,20,TRANSFER
1512,22,31,TRANSFER
1513,22,243,TRANSFER
1514,22,69,TRANSFER
1515,22,57,TRANSFER
1516,22,62,TRANSFER
1517,22,60,TRANSFER
1518,22,324,TRANSFER
1519,22,542,TRANSFER
1520,22,131,TRANSFER
1521,22,24,TRANSFER
1522,22,33,TRANSFER
1523,22,182,TRANSFER
1524,22,85,TRANSFER
1525,22,765,TRANSFER
1526,22,16,TRANSFER
1527,22,32,TRANSFER
1528,22,36,TRANSFER
1529,22,221,TRANSFER
1530,22,399,TRANSFER
1531,22,63,TRANSFER
1532,22,127,TRANSFER
1533,22,18,TRANSFER
1534,22,341,TRANSFER
1535,22,91,TRANSFER
1536,22,113,TRANSFER
1537,22,14,TRANSFER
1538,22,1011,TRANSFER
1539,22,179,TRANSFER
1540,22,2,TRANSFER
1541,22,28,TRANSFER
1542,22,1249,TRANSFER
1543,22,163,TRANSFER
1544,22,953,TRANSFER
1545,22,111,TRANSFER
1546,22,1170,TRANSFER
1547,22,27,TRANSFER
1548,22,965,TRANSFER
1549,22,11,TRANSFER
1550,22,133,TRANSFER
1551,22,348,TRANSFER
1552,22,56,TRANSFER
1553,22,684,TRANSFER
1554,22,132,TRANSFER
1555,22,108,TRANSFER
1556,22,26,TRANSFER
1557,22,325,TRANSFER
1558,23,1329,TRANSFER
1559,23,175,TRANSFER
1560,23,310,TRANSFER
1561,23,87,TRANSFER
1562,23,138,TRANSFER
1563,23,25,TRANSFER
1564,23,50,TRANSFER
1565,23,340,TRANSFER
1566,23,570,TRANSFER
1567,23,760,TRANSFER
1568,23,9,TRANSFER
1569,23,51,TRANSFER
1570,23,35,TRANSFER
1571,23,18,TRANSFER
1572,23,41,TRANSFER
1573,23,61,TRANSFER
1574,23,65,TRANSFER
1575,23,22,TRANSFER
1576,23,118,TRANSFER
1577,23,33,TRANSFER
1578,23,10,TRANSFER
1579,23,958,TRANSFER
1580,23,95,TRANSFER
1581,23,635,TRANSFER
1582,23,114,TRANSFER
1583,23,13,TRANSFER
1584,23,32,TRANSFER
1585,23,24,TRANSFER
1586,23,12,TRANSFER
1587,23,240,TRANSFER
1588,23,48,TRANSFER
1589,23,305,TRANSFER
1590,23,366,TRANSFER
1591,23,56,TRANSFER
1592,23,125,TRANSFER
1593,23,537,TRANSFER
1594,23,34,TRANSFER
1595,23,86,TRANSFER
1596,23,375,TRANSFER
1597,23,37,TRANSFER
1598,23,39,TRANSFER
1599,23,69,TRANSFER
1600,23,26,TRANSFER
1601,23,27,TRANSFER
1602,23,16,TRANSFER
1603,23,1233,TRANSFER
1604,23,303,TRANSFER
1605,23,755,TRANSFER
1606,23,141,TRANSFER
1607,23,1235,TRANSFER
1608,23,6,TRANSFER
1609,23,311,TRANSFER
1610,23,76,TRANSFER
1611,23,862,TRANSFER
1612,23,40,TRANSFER
1613,23,306,TRANSFER
1614,23,36,TRANSFER
1615,23,122,TRANSFER
1616,23,19,TRANSFER
1617,23,105,TRANSFER
1618,23,110,TRANSFER
1619,23,29,TRANSFER
1620,23,45,TRANSFER
1621,23,47,TRANSFER
1622,23,373,TRANSFER
1623,23,20,TRANSFER
1624,23,17,TRANSFER
1625,23,308,TRANSFER
1626,23,30,TRANSFER
1627,23,632,TRANSFER
1628,23,14,TRANSFER
1629,23,15,TRANSFER
1630,23,74,TRANSFER
1631,23,3,TRANSFER
1632,23,52,TRANSFER
1633,23,7,TRANSFER
1634,23,191,TRANSFER
1635,23,646,TRANSFER
1636,23,688,TRANSFER
1637,24,12,TRANSFER
1638,24,63,TRANSFER
1639,24,10,TRANSFER
1640,24,276,TRANSFER
1641,24,49,TRANSFER
1642,24,237,TRANSFER
1643,24,92,TRANSFER
1644,24,11,TRANSFER
1645,24,23,TRANSFER
1646,24,39,TRANSFER
1647,24,37,TRANSFER
1648,24,54,TRANSFER
1649,24,1008,TRANSFER
1650,24,97,TRANSFER
1651,24,1234,TRANSFER
1652,24,44,TRANSFER
1653,24,117,TRANSFER
1654,24,5,TRANSFER
1655,24,32,TRANSFER
1656,24,131,TRANSFER
1657,24,61,TRANSFER
1658,24,933,TRANSFER
1659,24,111,TRANSFER
1660,24,31,TRANSFER
1661,24,47,TRANSFER
1662,24,870,TRANSFER
1663,24,359,TRANSFER
1664,24,42,TRANSFER
1665,24,332,TRANSFER
1666,24,126,TRANSFER
1667,24,87,TRANSFER
1668,24,70,TRANSFER
1669,24,772,TRANSFER
1670,24,6,TRANSFER
1671,24,159,TRANSFER
1672,24,53,TRANSFER
1673,24,17,TRANSFER
1674,24,52,TRANSFER
1675,24,27,TRANSFER
1676,24,339,TRANSFER
1677,24,141,TRANSFER
1678,24,321,TRANSFER
1679,24,58,TRANSFER
1680,24,349,TRANSFER
1681,24,38,TRANSFER
1682,24,9,TRANSFER
1683,24,200,TRANSFER
1684,24,995,TRANSFER
1685,24,230,TRANSFER
1686,24,20,TRANSFER
1687,24,234,TRANSFER
1688,24,28,TRANSFER
1689,24,985,TRANSFER
1690,24,68,TRANSFER
1691,24,57,TRANSFER
1692,24,244,TRANSFER
1693,24,43,TRANSFER
1694,24,307,TRANSFER
1695,24,50,TRANSFER
1696,24,45,TRANSFER
1697,24,105,TRANSFER
1698,24,223,TRANSFER
1699,24,319,TRANSFER
1700,24,703,TRANSFER
1701,24,134,TRANSFER
1702,24,22,TRANSFER
1703,24,706,TRANSFER
1704,24,30,TRANSFER
1705,24,340,TRANSFER
1706,24,69,TRANSFER
1707,24,1184,TRANSFER
1708,24,1004,TRANSFER
1709,24,84,TRANSFER
1710,24,284,TRANSFER
1711,24,331,TRANSFER
1712,24,14,TRANSFER
1713,24,1429,TRANSFER
1714,24,29,TRANSFER
1715,24,3,TRANSFER
1716,24,138,TRANSFER
1717,24,33,TRANSFER
1718,24,4,TRANSFER
1719,24,987,TRANSFER
1720,24,72,TRANSFER
1721,24,51,TRANSFER
1722,24,305,TRANSFER
1723,24,76,TRANSFER
1724,24,82,TRANSFER
1725,24,1363,TRANSFER
1726,24,19,TRANSFER
1727,24,94,TRANSFER
1728,24,25,TRANSFER
1729,24,940,TRANSFER
8418,24,1167,TRANSFER
1730,25,45,TRANSFER
1731,25,957,TRANSFER
1732,25,661,TRANSFER
1733,25,63,TRANSFER
1734,25,637,TRANSFER
1735,25,37,TRANSFER
1736,25,7,TRANSFER
1737,25,53,TRANSFER
1738,25,36,TRANSFER
1739,25,14,TRANSFER
1740,25,3,TRANSFER
1741,25,138,TRANSFER
1742,25,1045,TRANSFER
1743,25,240,TRANSFER
1744,25,350,TRANSFER
1745,25,1021,TRANSFER
1746,25,225,TRANSFER
1747,25,162,TRANSFER
1748,25,102,TRANSFER
1749,25,1362,TRANSFER
1750,25,56,TRANSFER
1751,25,70,TRANSFER
1752,25,993,TRANSFER
1753,25,309,TRANSFER
1754,25,21,TRANSFER
1755,25,234,TRANSFER
1756,25,217,TRANSFER
1757,25,196,TRANSFER
1758,25,33,TRANSFER
1759,25,47,TRANSFER
1760,25,134,TRANSFER
1761,25,35,TRANSFER
1762,25,327,TRANSFER
1763,25,348,TRANSFER
1764,25,28,TRANSFER
1765,25,161,TRANSFER
1766,25,49,TRANSFER
1767,25,42,TRANSFER
1768,25,91,TRANSFER
1769,25,917,TRANSFER
1770,25,301,TRANSFER
1771,25,109,TRANSFER
1772,25,876,TRANSFER
1773,25,34,TRANSFER
1774,25,43,TRANSFER
1775,25,232,TRANSFER
1776,25,55,TRANSFER
1777,25,92,TRANSFER
1778,25,1046,TRANSFER
1779,25,79,TRANSFER
1780,25,966,TRANSFER
1781,25,19,TRANSFER
1782,25,16,TRANSFER
1783,25,27,TRANSFER
1784,25,69,TRANSFER
1785,25,157,TRANSFER
1786,25,100,TRANSFER
1787,25,41,TRANSFER
1788,25,26,TRANSFER
1789,25,306,TRANSFER
1790,25,24,TRANSFER
1791,25,135,TRANSFER
1792,25,577,TRANSFER
1793,25,278,TRANSFER
1794,25,23,TRANSFER
1795,25,17,TRANSFER
1796,25,716,TRANSFER
1797,25,15,TRANSFER
1798,25,13,TRANSFER
1799,25,1204,TRANSFER
1800,25,12,TRANSFER
1801,25,58,TRANSFER
1802,25,32,TRANSFER
1803,25,6,TRANSFER
1804,25,22,TRANSFER
1805,25,4,TRANSFER
1806,25,168,TRANSFER
1807,25,80,TRANSFER
1808,25,44,TRANSFER
1809,25,1240,TRANSFER
1810,25,988,TRANSFER
1811,25,2,TRANSFER
1812,25,639,TRANSFER
1813,25,707,TRANSFER
1814,25,89,TRANSFER
1815,25,20,TRANSFER
1816,25,18,TRANSFER
1817,25,29,TRANSFER
1818,25,973,TRANSFER
1819,25,763,TRANSFER
1820,25,708,TRANSFER
1821,25,30,TRANSFER
1822,25,490,TRANSFER
1823,25,38,TRANSFER
1824,25,54,TRANSFER
1825,25,84,TRANSFER
1826,25,96,TRANSFER
1827,25,150,TRANSFER
1828,25,111,TRANSFER
1829,25,1090,TRANSFER
1830,25,9,TRANSFER
1831,25,95,TRANSFER
1832,25,105,TRANSFER
1833,26,1220,TRANSFER
1834,26,21,TRANSFER
1835,26,32,TRANSFER
1836,26,9,TRANSFER
1837,26,125,TRANSFER
1838,26,16,TRANSFER
1839,26,43,TRANSFER
1840,26,25,TRANSFER
1841,26,115,TRANSFER
1842,26,182,TRANSFER
1843,26,19,TRANSFER
1844,26,1038,TRANSFER
1845,26,24,TRANSFER
1846,26,877,TRANSFER
1847,26,8,TRANSFER
1848,26,14,TRANSFER
1849,26,152,TRANSFER
1850,26,195,TRANSFER
1851,26,977,TRANSFER
1852,26,169,TRANSFER
1853,26,104,TRANSFER
1854,26,22,TRANSFER
1855,26,6,TRANSFER
1856,26,20,TRANSFER
1857,26,12,TRANSFER
1858,26,95,TRANSFER
1859,26,23,TRANSFER
1860,26,372,TRANSFER
1861,26,110,TRANSFER
1862,26,35,TRANSFER
1863,26,33,TRANSFER
1864,26,44,TRANSFER
1865,26,951,TRANSFER
1866,26,323,TRANSFER
1867,26,2,TRANSFER
1868,26,757,TRANSFER
1869,26,15,TRANSFER
1870,26,96,TRANSFER
1871,26,51,TRANSFER
1872,26,7,TRANSFER
1873,26,122,TRANSFER
1874,26,545,TRANSFER
1875,26,588,TRANSFER
1876,26,27,TRANSFER
1877,26,59,TRANSFER
1878,26,144,TRANSFER
1879,26,205,TRANSFER
1880,26,139,TRANSFER
1881,26,31,TRANSFER
1882,26,292,TRANSFER
1883,26,93,TRANSFER
1884,26,30,TRANSFER
1885,26,29,TRANSFER
1886,26,330,TRANSFER
1887,26,77,TRANSFER
1888,26,129,TRANSFER
1889,26,978,TRANSFER
1890,26,49,TRANSFER
1891,26,160,TRANSFER
1892,26,1050,TRANSFER
1893,26,85,TRANSFER
1894,26,637,TRANSFER
1895,26,54,TRANSFER
1896,26,242,TRANSFER
1897,26,11,TRANSFER
1898,26,52,TRANSFER
1899,26,97,TRANSFER
1900,26,149,TRANSFER
1901,26,18,TRANSFER
1902,26,41,TRANSFER
1903,26,371,TRANSFER
1904,26,48,TRANSFER
1905,26,36,TRANSFER
1906,26,80,TRANSFER
1907,26,75,TRANSFER
1908,26,119,TRANSFER
1909,26,532,TRANSFER
1910,26,236,TRANSFER
1911,26,5,TRANSFER
1912,26,47,TRANSFER
1913,26,4,TRANSFER
1914,26,114,TRANSFER
1915,26,280,TRANSFER
1916,26,38,TRANSFER
1917,26,34,TRANSFER
1918,26,1020,TRANSFER
1919,26,57,TRANSFER
1920,26,42,TRANSFER
1921,26,908,TRANSFER
1922,27,53,TRANSFER
1923,27,30,TRANSFER
1924,27,17,TRANSFER
1925,27,40,TRANSFER
1926,27,45,TRANSFER
1927,27,49,TRANSFER
1928,27,339,TRANSFER
1929,27,39,TRANSFER
1930,27,164,TRANSFER
1931,27,78,TRANSFER
1932,27,107,TRANSFER
1933,27,77,TRANSFER
1934,27,201,TRANSFER
1935,27,569,TRANSFER
1936,27,26,TRANSFER
1937,27,9,TRANSFER
1938,27,29,TRANSFER
1939,27,38,TRANSFER
1940,27,62,TRANSFER
1941,27,148,TRANSFER
1942,27,20,TRANSFER
1943,27,15,TRANSFER
1944,27,88,TRANSFER
1945,27,55,TRANSFER
1946,27,41,TRANSFER
1947,27,11,TRANSFER
1948,27,23,TRANSFER
1949,27,404,TRANSFER
1950,27,37,TRANSFER
1951,27,28,TRANSFER
1952,27,21,TRANSFER
1953,27,718,TRANSFER
1954,27,19,TRANSFER
1955,27,342,TRANSFER
1956,27,247,TRANSFER
1957,27,590,TRANSFER
1958,27,64,TRANSFER
1959,27,34,TRANSFER
1960,27,7,TRANSFER
1961,27,101,TRANSFER
1962,27,13,TRANSFER
1963,27,52,TRANSFER
1964,27,61,TRANSFER
1965,27,8,TRANSFER
1966,27,182,TRANSFER
1967,27,87,TRANSFER
1968,27,381,TRANSFER
1969,27,92,TRANSFER
1970,27,46,TRANSFER
1971,27,119,TRANSFER
1972,27,380,TRANSFER
1973,27,108,TRANSFER
1974,27,452,TRANSFER
1975,27,951,TRANSFER
1976,27,14,TRANSFER
1977,27,5,TRANSFER
1978,27,154,TRANSFER
1979,27,362,TRANSFER
1980,27,76,TRANSFER
1981,27,331,TRANSFER
1982,27,710,TRANSFER
1983,27,973,TRANSFER
1984,27,70,TRANSFER
1985,27,303,TRANSFER
1986,27,361,TRANSFER
1987,27,1442,TRANSFER
1988,27,35,TRANSFER
1989,27,50,TRANSFER
1990,27,25,TRANSFER
1991,27,317,TRANSFER
1992,27,18,TRANSFER
1993,27,100,TRANSFER
1994,27,66,TRANSFER
1995,27,474,TRANSFER
1996,27,12,TRANSFER
1997,27,36,TRANSFER
1998,27,738,TRANSFER
1999,27,166,TRANSFER
2000,27,105,TRANSFER
2001,27,16,TRANSFER
2002,27,31,TRANSFER
2003,28,17,TRANSFER
2004,28,437,TRANSFER
2005,28,10,TRANSFER
2006,28,1232,TRANSFER
2007,28,59,TRANSFER
2008,28,2,TRANSFER
2009,28,27,TRANSFER
2010,28,20,TRANSFER
2011,28,1044,TRANSFER
2012,28,545,TRANSFER
2013,28,38,TRANSFER
2014,28,11,TRANSFER
2015,28,77,TRANSFER
2016,28,993,TRANSFER
2017,28,94,TRANSFER
2018,28,42,TRANSFER
2019,28,98,TRANSFER
2020,28,740,TRANSFER
2021,28,50,TRANSFER
2022,28,103,TRANSFER
2023,28,31,TRANSFER
2024,28,32,TRANSFER
2025,28,15,TRANSFER
2026,28,622,TRANSFER
2027,28,18,TRANSFER
2028,28,60,TRANSFER
2029,28,55,TRANSFER
2030,28,330,TRANSFER
2031,28,712,TRANSFER
2032,28,19,TRANSFER
2033,28,441,TRANSFER
2034,28,35,TRANSFER
2035,28,313,TRANSFER
2036,28,53,TRANSFER
2037,28,13,TRANSFER
2038,28,23,TRANSFER
2039,28,36,TRANSFER
2040,28,12,TRANSFER
2041,28,708,TRANSFER
2042,28,78,TRANSFER
2043,28,21,TRANSFER
2044,28,218,TRANSFER
2045,28,16,TRANSFER
2046,28,250,TRANSFER
2047,28,711,TRANSFER
2048,28,888,TRANSFER
2049,28,25,TRANSFER
2050,28,634,TRANSFER
2051,28,157,TRANSFER
2052,28,44,TRANSFER
2053,28,220,TRANSFER
2054,28,494,TRANSFER
2055,28,1031,TRANSFER
2056,28,61,TRANSFER
2057,28,64,TRANSFER
2058,28,14,TRANSFER
2059,28,1359,TRANSFER
