step,type,amount,nameOrig,oldbalanceOrig,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isSAR,alertID
36,TRANSFER,4781.39,977,31912.11,27130.71,99,122296.07,127077.46,0,-1
36,TRANSFER,2381.72,16,475377.18,472995.46,80,118309.16,120690.89,0,-1
36,TRANSFER,6071.38,1036,66607.69,60536.3,32,582558.31,588629.68,0,-1
36,TRANSFER,5377.94,1003,32565.63,27187.69,16,472995.46,478373.4,0,-1
36,TRANSFER,6206.54,220,80083.84,73877.3,1350,1599.93,7806.47,0,-1
36,TRANSFER,363.5,925,844.7,481.2,18,676111.18,676474.68,0,-1
36,TRANSFER,4393.32,956,74209.35,69816.03,7,330828.34,335221.65,0,-1
36,TRANSFER,6566.74,124,60579.98,54013.23,454,103513.15,110079.9,0,-1
36,TRANSFER,8635.35,1315,36991.86,28356.5,105,112722.17,121357.53,0,-1
36,TRANSFER,6562.45,819,46596.17,40033.72,40,810838.56,817401.0,0,-1
36,TRANSFER,3323.58,92,177783.82,174460.23,19,820636.62,823960.25,0,-1
36,TRANSFER,3144.94,877,23496.09,20351.15,26,622130.75,625275.68,0,-1
36,TRANSFER,6851.04,65,115862.22,109011.17,113,71349.42,78200.47,0,-1
36,TRANSFER,4699.94,1402,33104.04,28404.1,41,448234.81,452934.75,0,-1
36,TRANSFER,485.01,38,398606.46,398121.46,34,446168.0,446653.0,0,-1
36,TRANSFER,8631.21,38,398121.46,389490.25,34,446653.0,455284.21,0,-1
36,TRANSFER,4468.83,911,41239.59,36770.76,429,133480.85,137949.68,0,-1
36,TRANSFER,2515.01,1262,46529.97,44014.96,14,506689.06,509204.09,0,-1
36,TRANSFER,7439.71,1005,48975.92,41536.2,9,326185.37,333625.09,0,-1
36,TRANSFER,5024.19,1137,30683.1,25658.9,687,104726.79,109750.99,0,-1
36,TRANSFER,798.6,64,174075.04,173276.45,52,396506.21,397304.81,0,-1
36,TRANSFER,9169.29,1120,53629.01,44459.71,7,335221.65,344390.96,0,-1
36,TRANSFER,254.04,1375,414.34,160.29,32,588629.68,588883.75,0,-1
36,TRANSFER,4637.93,106,33749.21,29111.28,25,684707.37,689345.31,0,-1
36,TRANSFER,747.0,0,24684.97,23937.96,20,522420.34,523167.34,0,-1
36,TRANSFER,4125.22,0,23937.96,19812.74,19,823960.25,828085.43,0,-1
36,TRANSFER,419.6,1424,457.62,38.02,111,160184.25,160603.85,0,-1
36,TRANSFER,4006.95,1433,18526.84,14519.88,38,389490.25,393497.18,0,-1
36,TRANSFER,884.06,885,937.63,53.56,200,160415.65,161299.71,0,-1
36,TRANSFER,2540.02,128,107417.92,104877.9,37,249632.76,252172.79,0,-1
36,TRANSFER,4743.19,508,41514.72,36771.53,136,109328.09,114071.28,0,-1
36,TRANSFER,8075.9,1164,74428.87,66352.96,93,69237.97,77313.89,0,-1
36,TRANSFER,70.22,1435,70.22,0.0,14,509204.09,509274.31,0,-1
36,TRANSFER,7998.28,27,540249.87,532251.56,49,328621.9,336620.18,0,-1
36,TRANSFER,1774.36,119,64197.49,62423.13,440,59391.03,61165.39,0,-1
36,TRANSFER,1207.33,18,676474.68,675267.37,22,433820.43,435027.78,0,-1
36,TRANSFER,1784.3,941,15842.3,14057.99,4,199145.9,200930.2,0,-1
36,TRANSFER,8737.02,941,14057.99,5320.97,754,81113.95,89850.97,0,-1
36,TRANSFER,124.48,1373,124.48,0.0,46,199111.64,199236.12,0,-1
36,TRANSFER,8980.46,1027,74964.85,65984.39,50,258731.37,267711.84,0,-1
36,TRANSFER,9738.83,1281,74538.53,64799.69,951,50472.48,60211.32,0,-1
36,TRANSFER,2654.87,818,29257.38,26602.51,58,300671.62,303326.5,0,-1
36,TRANSFER,619.31,863,5509.67,4890.36,64,173276.45,173895.76,0,-1
36,TRANSFER,7059.31,1420,20776.52,13717.21,227,100792.07,107851.38,0,-1
36,TRANSFER,6300.48,91,88597.9,82297.41,4,200930.2,207230.68,0,-1
36,TRANSFER,7007.64,19,828085.43,821077.81,135,77406.23,84413.87,0,-1
36,TRANSFER,4576.08,606,4732.97,156.89,8,474883.21,479459.31,0,-1
36,TRANSFER,5180.02,769,27569.22,22389.2,44,280469.9,285649.93,0,-1
36,TRANSFER,1265.67,896,1693.06,427.39,101,83566.03,84831.71,0,-1
36,TRANSFER,8950.1,811,67238.67,58288.57,194,105055.86,114005.97,0,-1
36,TRANSFER,9281.94,970,32813.57,23531.63,17,548884.68,558166.62,0,-1
36,TRANSFER,3146.98,78,114385.32,111238.33,286,38218.25,41365.24,0,-1
36,TRANSFER,1712.41,1176,14698.53,12986.11,13,533303.31,535015.75,0,-1
36,TRANSFER,8690.94,1421,23964.68,15273.74,20,523167.34,531858.31,0,-1
36,TRANSFER,4754.28,219,62342.34,57588.05,83,71576.39,76330.67,0,-1
36,TRANSFER,569.14,1384,750.82,181.67,166,209199.01,209768.15,0,-1
36,TRANSFER,365.74,960,18170.72,17804.98,25,689345.31,689711.0,0,-1
36,TRANSFER,3263.06,214,29891.44,26628.38,29,508378.12,511641.18,0,-1
36,TRANSFER,354.91,932,5007.63,4652.71,9,333625.09,333980.0,0,-1
36,TRANSFER,6579.55,1111,63755.21,57175.66,17,558166.62,564746.18,0,-1
36,TRANSFER,9733.09,68,203691.84,193958.73,1379,1765.42,11498.52,0,-1
36,TRANSFER,231.33,1434,1311.28,1079.94,121,96861.15,97092.48,0,-1
36,TRANSFER,704.38,871,717.64,13.25,350,120081.81,120786.2,0,-1
36,TRANSFER,1114.15,921,25896.03,24781.87,20,531858.31,532972.43,0,-1
36,TRANSFER,6251.1,1289,59761.98,53510.88,322,138977.78,145228.89,0,-1
36,TRANSFER,4531.5,385,19010.11,14478.6,6,152395.29,156926.79,0,-1
36,TRANSFER,331.98,120,109889.23,109557.25,43,382565.34,382897.31,0,-1
36,TRANSFER,4544.52,48,202745.85,198201.32,1390,162.32,4706.85,0,-1
36,TRANSFER,1490.89,1133,55528.32,54037.42,443,128465.46,129956.35,0,-1
36,TRANSFER,2230.44,1161,65682.21,63451.76,3,260684.26,262914.68,0,-1
36,TRANSFER,5238.06,1156,43933.6,38695.53,45,265584.31,270822.37,0,-1
36,TRANSFER,379.81,613,7448.02,7068.2,61,162304.25,162684.06,0,-1
36,TRANSFER,1485.17,378,14843.5,13358.32,55,277513.56,278998.75,0,-1
36,TRANSFER,7105.06,62,403225.06,396120.0,49,336620.18,343725.25,0,-1
36,TRANSFER,5169.37,1030,97711.47,92542.1,25,689711.0,694880.37,0,-1
36,TRANSFER,8707.09,1413,21469.95,12762.85,54,198170.06,206877.15,0,-1
36,TRANSFER,7920.64,290,55651.06,47730.42,19,821077.81,828998.43,0,-1
36,TRANSFER,7959.77,32,588883.75,580923.93,53,199686.78,207646.56,0,-1
36,TRANSFER,137.3,1395,424.16,286.85,1037,111196.04,111333.35,0,-1
36,TRANSFER,36.02,611,36.02,0.0,30,682370.18,682406.25,0,-1
36,TRANSFER,7280.36,87,75223.87,67943.5,35,533056.81,540337.18,0,-1
36,TRANSFER,7096.29,87,67943.5,60847.21,35,540337.18,547433.5,0,-1
36,TRANSFER,722.52,1350,7806.47,7083.94,220,73877.3,74599.82,0,-1
36,TRANSFER,6664.14,52,397304.81,390640.68,56,209674.5,216338.64,0,-1
36,TRANSFER,834.95,1378,1314.96,480.01,17,564746.18,565581.12,0,-1
36,TRANSFER,8260.76,1393,13133.22,4872.45,35,547433.5,555694.25,0,-1
36,TRANSFER,4815.7,1403,9884.78,5069.08,645,64198.07,69013.78,0,-1
36,TRANSFER,136.83,1337,282.23,145.4,47,232074.65,232211.48,0,-1
36,TRANSFER,2296.82,1399,8930.42,6633.59,283,90498.08,92794.91,0,-1
36,TRANSFER,435.17,1346,801.57,366.39,34,455284.21,455719.4,0,-1
36,TRANSFER,7032.15,880,15817.93,8785.77,33,645978.68,653010.81,0,-1
36,TRANSFER,8904.88,752,48076.06,39171.17,43,382897.31,391802.21,0,-1
36,TRANSFER,494.63,1349,13544.32,13049.68,44,285649.93,286144.56,0,-1
36,TRANSFER,5784.03,1349,13049.68,7265.65,41,452934.75,458718.78,0,-1
36,TRANSFER,3794.45,380,4403.63,609.17,27,532251.56,536046.06,0,-1
36,TRANSFER,2900.94,1400,7459.32,4558.38,60,221962.57,224863.51,0,-1
36,TRANSFER,3940.29,39,381450.53,377510.21,31,375236.18,379176.5,0,-1
36,TRANSFER,187.53,862,420.91,233.38,23,554813.5,555001.06,0,-1
36,TRANSFER,5135.04,130,68211.07,63076.02,39,377510.21,382645.28,0,-1
36,TRANSFER,3765.71,129,35329.92,31564.21,529,56186.39,59952.11,0,-1
36,TRANSFER,4967.47,756,69358.99,64391.51,44,286144.56,291112.06,0,-1
36,TRANSFER,3792.53,1416,12990.42,9197.88,1319,42525.47,46318.01,0,-1
36,TRANSFER,8005.96,1416,9197.88,1191.92,175,150275.2,158281.15,0,-1
36,TRANSFER,181.33,1342,181.33,0.0,50,267711.84,267893.18,0,-1
36,TRANSFER,352.21,1006,33928.19,33575.97,22,435027.78,435380.0,0,-1
36,TRANSFER,4351.34,1290,50738.43,46387.08,15,467218.56,471569.9,0,-1
36,TRANSFER,4508.71,115,25108.06,20599.33,584,79991.14,84499.86,0,-1
36,TRANSFER,2812.99,1024,66540.7,63727.7,335,134232.48,137045.48,0,-1
36,TRANSFER,7147.35,660,53931.58,46784.23,134,84788.79,91936.14,0,-1
36,TRANSFER,6582.6,1113,55568.3,48985.69,40,817401.0,823983.62,0,-1
36,TRANSFER,151.63,627,151.63,0.0,446,109644.2,109795.83,0,-1
36,TRANSFER,3496.98,9,333980.0,330483.03,49,343725.25,347222.21,0,-1
36,TRANSFER,8781.16,867,16653.83,7872.67,77,172707.79,181488.96,0,-1
36,TRANSFER,4395.83,1278,16729.78,12333.94,42,442028.37,446424.21,0,-1
36,TRANSFER,2596.81,1345,29895.81,27299.0,29,511641.18,514238.0,0,-1
36,TRANSFER,1420.4,1405,2232.94,812.54,37,252172.79,253593.2,0,-1
36,TRANSFER,114.92,1405,812.54,697.62,16,478373.4,478488.34,0,-1
36,TRANSFER,2345.98,761,49840.91,47494.92,21,580831.37,583177.37,0,-1
36,TRANSFER,3738.21,1268,68570.22,64832.01,98,141596.42,145334.64,0,-1
36,TRANSFER,7001.55,222,56209.21,49207.66,35,555694.25,562695.81,0,-1
36,TRANSFER,9155.16,628,24727.54,15572.37,18,675267.37,684422.56,0,-1
36,TRANSFER,161.97,628,15572.37,15410.4,1355,46197.68,46359.65,0,-1
37,TRANSFER,6823.89,1272,55941.08,49117.19,24,552910.18,559734.06,0,-1
37,TRANSFER,4812.31,1266,63978.0,59165.69,27,536046.06,540858.37,0,-1
37,TRANSFER,2541.47,870,17385.54,14844.07,24,559734.06,562275.56,0,-1
37,TRANSFER,1909.31,1019,72332.27,70422.96,57,100008.63,101917.95,0,-1
37,TRANSFER,4254.75,1330,6357.09,2102.34,40,823983.62,828238.37,0,-1
37,TRANSFER,6481.27,1417,30562.63,24081.35,47,232211.48,238692.76,0,-1
37,TRANSFER,9265.72,1201,45155.05,35889.32,33,653010.81,662276.56,0,-1
37,TRANSFER,1636.04,1437,3553.09,1917.05,18,684422.56,686058.56,0,-1
37,TRANSFER,6456.66,1296,29057.1,22600.43,43,391802.21,398258.87,0,-1
37,TRANSFER,6742.65,655,103598.89,96856.25,24,562275.56,569018.18,0,-1
37,TRANSFER,632.02,918,2009.04,1377.01,328,119458.14,120090.17,0,-1
37,TRANSFER,7213.67,88,91482.74,84269.07,126,89511.22,96724.89,0,-1
37,TRANSFER,4108.83,67,121355.57,117246.74,697,81310.92,85419.76,0,-1
37,TRANSFER,106.97,609,106.97,0.0,175,158281.15,158388.14,0,-1
37,TRANSFER,4349.18,1279,27892.07,23542.88,32,580923.93,585273.12,0,-1
37,TRANSFER,98.26,946,98.26,0.0,42,446424.21,446522.5,0,-1
37,TRANSFER,7157.86,599,7637.35,479.49,99,127077.46,134235.32,0,-1
37,TRANSFER,7792.74,793,28180.75,20388.01,21,583177.37,590970.12,0,-1
37,TRANSFER,349.22,1041,40738.88,40389.66,60,224863.51,225212.75,0,-1
37,TRANSFER,5621.1,1275,49411.86,43790.76,32,585273.12,590894.25,0,-1
37,TRANSFER,3442.35,1345,27299.0,23856.64,11,612369.43,615811.81,0,-1
37,TRANSFER,2651.85,1368,14032.17,11380.31,457,121005.07,123656.93,0,-1
37,TRANSFER,2460.77,643,71622.72,69161.95,22,435380.0,437840.75,0,-1
37,TRANSFER,826.97,103,159043.42,158216.45,111,160603.85,161430.82,0,-1
37,TRANSFER,1626.46,1427,7290.89,5664.42,116,176186.32,177812.79,0,-1
37,TRANSFER,4567.78,397,53114.96,48547.18,17,565581.12,570148.87,0,-1
37,TRANSFER,2469.43,897,12466.17,9996.74,14,509274.31,511743.75,0,-1
37,TRANSFER,354.25,349,84642.0,84287.74,1187,38198.34,38552.59,1,4
37,TRANSFER,6902.0,134,91936.14,85034.14,290,47730.42,54632.42,0,-1
37,TRANSFER,7494.6,1182,50342.99,42848.38,22,437840.75,445335.37,0,-1
37,TRANSFER,7673.13,335,137045.48,129372.35,38,393497.18,401170.34,0,-1
37,TRANSFER,9833.21,973,45195.88,35362.67,25,694880.37,704713.62,0,-1
37,TRANSFER,5659.32,802,58269.03,52609.71,15,471569.9,477229.25,0,-1
37,TRANSFER,7268.29,1014,75012.06,67743.77,95,87005.59,94273.88,0,-1
37,TRANSFER,115.04,931,355.12,240.08,335,129372.35,129487.39,0,-1
37,TRANSFER,4712.79,518,54144.42,49431.62,26,625275.68,629988.5,0,-1
37,TRANSFER,965.24,962,15207.59,14242.35,18,686058.56,687023.81,0,-1
37,TRANSFER,9010.7,962,14242.35,5231.65,35,562695.81,571706.5,0,-1
37,TRANSFER,9106.63,1269,26945.09,17838.46,29,514238.0,523344.62,0,-1
37,TRANSFER,2848.58,382,5675.62,2827.03,22,445335.37,448183.96,0,-1
37,TRANSFER,3677.36,602,5032.01,1354.64,33,662276.56,665953.93,0,-1
37,TRANSFER,578.12,948,17016.31,16438.18,81,178799.14,179377.25,0,-1
37,TRANSFER,6563.12,1364,30833.57,24270.45,1300,43886.89,50450.01,0,-1
37,TRANSFER,1233.87,1103,71415.03,70181.16,58,303326.5,304560.37,0,-1
37,TRANSFER,3581.54,525,34964.8,31383.25,75,213263.42,216844.96,0,-1
37,TRANSFER,8382.03,603,9797.48,1415.44,26,629988.5,638370.5,0,-1
37,TRANSFER,418.59,939,12306.11,11887.51,18,687023.81,687442.43,0,-1
37,TRANSFER,335.74,1365,406.87,71.12,547,123761.38,124097.12,0,-1
37,TRANSFER,370.97,919,647.58,276.6,763,69084.04,69455.03,0,-1
37,TRANSFER,12.65,887,12.65,0.0,454,110079.9,110092.55,0,-1
37,TRANSFER,3057.71,932,4652.71,1595.0,1221,121375.78,124433.5,0,-1
37,TRANSFER,303.09,888,365.85,62.75,28,472093.0,472396.09,0,-1
37,TRANSFER,6701.01,775,38528.76,31827.75,52,390640.68,397341.68,0,-1
37,TRANSFER,1519.23,101,84831.71,83312.47,75,216844.96,218364.2,0,-1
37,TRANSFER,160.29,1375,160.29,0.0,32,590894.25,591054.56,0,-1
37,TRANSFER,4257.9,1020,25345.28,21087.37,102,110498.06,114755.96,0,-1
37,TRANSFER,324.04,1028,85015.31,84691.26,25,704713.62,705037.68,0,-1
37,TRANSFER,4964.23,1169,76971.3,72007.07,42,446522.5,451486.71,0,-1
37,TRANSFER,127.1,925,481.2,354.09,18,687442.43,687569.5,0,-1
37,TRANSFER,328.63,925,354.09,25.46,352,110927.28,111255.92,0,-1
37,TRANSFER,7379.23,517,53898.55,46519.31,30,682406.25,689785.5,0,-1
37,TRANSFER,2432.31,1292,68751.92,66319.61,370,95694.25,98126.56,0,-1
37,TRANSFER,8557.74,774,100208.6,91650.86,748,36980.76,45538.5,0,-1
37,TRANSFER,4064.2,1320,26759.97,22695.76,395,51243.31,55307.51,0,-1
37,TRANSFER,3829.97,1328,8208.67,4378.7,22,448183.96,452013.93,0,-1
37,TRANSFER,3638.33,1367,19387.19,15748.86,3,262914.68,266553.03,0,-1
37,TRANSFER,172.99,927,264.14,91.14,52,397341.68,397514.68,0,-1
37,TRANSFER,91.14,927,91.14,0.0,16,478488.34,478579.46,0,-1
37,TRANSFER,284.94,624,10747.85,10462.9,11,615811.81,616096.75,0,-1
37,TRANSFER,5804.99,624,10462.9,4657.91,633,75791.37,81596.36,0,-1
37,TRANSFER,331.25,902,1719.38,1388.13,19,828998.43,829329.68,0,-1
37,TRANSFER,6881.04,915,13023.45,6142.41,20,532972.43,539853.5,0,-1
37,TRANSFER,5154.66,915,6142.41,987.74,19,829329.68,834484.37,0,-1
37,TRANSFER,3293.77,1125,50942.55,47648.78,97,108067.41,111361.18,0,-1
37,TRANSFER,3360.48,44,291112.06,287751.56,140,105376.26,108736.75,0,-1
37,TRANSFER,8136.89,1344,40493.62,32356.73,58,304560.37,312697.28,0,-1
37,TRANSFER,8105.32,17,570148.87,562043.56,5,171555.21,179660.54,0,-1
37,TRANSFER,8234.57,117,100857.95,92623.38,1357,0.0,8234.57,0,-1
37,TRANSFER,6850.0,35,571706.5,564856.5,59,161170.12,168020.14,0,-1
37,TRANSFER,4266.48,880,8785.77,4519.29,33,665953.93,670220.37,0,-1
37,TRANSFER,168.29,1396,427.99,259.7,8,479459.31,479627.59,0,-1
37,TRANSFER,2834.53,605,5738.87,2904.34,44,287751.56,290586.09,0,-1
37,TRANSFER,389.91,926,2691.96,2302.04,1030,92542.1,92932.01,0,-1
37,TRANSFER,531.76,926,2302.04,1770.27,1030,92932.01,93463.78,0,-1
37,TRANSFER,476.72,926,1770.27,1293.55,173,157979.39,158456.1,0,-1
37,TRANSFER,9332.57,1115,43125.21,33792.63,554,103860.83,113193.41,0,-1
37,TRANSFER,114.44,404,114.44,0.0,27,540858.37,540972.81,0,-1
37,TRANSFER,181.67,1384,181.67,0.0,30,689785.5,689967.18,0,-1
37,TRANSFER,7345.0,0,19812.74,12467.74,20,539853.5,547198.5,0,-1
37,TRANSFER,6143.87,506,48167.1,42023.23,284,23443.23,29587.11,0,-1
37,TRANSFER,2960.06,1391,6624.68,3664.61,41,458718.78,461678.84,0,-1
37,TRANSFER,2423.98,1381,2588.3,164.31,729,118283.55,120707.53,0,-1
37,TRANSFER,4938.58,647,60706.23,55767.65,7,344390.96,349329.56,0,-1
37,TRANSFER,6427.77,395,55307.51,48879.74,49,347222.21,353650.0,0,-1
37,TRANSFER,175.83,1423,34894.04,34718.21,774,91650.86,91826.7,0,-1
37,TRANSFER,227.31,1346,366.39,139.08,34,455719.4,455946.71,0,-1
37,TRANSFER,5929.45,30,689967.18,684037.68,986,68405.79,74335.25,0,-1
37,TRANSFER,599.83,923,23314.98,22715.14,365,111641.61,112241.45,0,-1
37,TRANSFER,2463.85,923,22715.14,20251.29,365,112241.45,114705.3,0,-1
37,TRANSFER,1780.31,37,253593.2,251812.87,730,120935.26,122715.58,0,-1
37,TRANSFER,4951.3,808,47913.69,42962.39,53,207646.56,212597.87,0,-1
37,TRANSFER,157.4,388,601.35,443.95,33,670220.37,670377.81,0,-1
37,TRANSFER,1383.34,757,54255.69,52872.34,71,78557.14,79940.49,0,-1
37,TRANSFER,8991.16,1106,82413.92,73422.75,25,705037.68,714028.81,0,-1
37,TRANSFER,6738.68,1174,23754.88,17016.19,8,479627.59,486366.28,0,-1
37,TRANSFER,5441.91,770,26108.28,20666.36,130,63076.02,68517.93,0,-1
37,TRANSFER,9146.03,102,114755.96,105609.92,50,267893.18,277039.21,0,-1
37,TRANSFER,4002.14,1399,6633.59,2631.45,34,455946.71,459948.87,0,-1
37,TRANSFER,8336.54,958,21679.1,13342.55,110,72319.42,80655.97,0,-1
37,TRANSFER,1069.78,879,33684.82,32615.04,46,199236.12,200305.9,0,-1
37,TRANSFER,1864.41,81,179377.25,177512.84,18,687569.5,689433.93,0,-1
37,TRANSFER,7659.15,58,312697.28,305038.12,711,55193.82,62852.98,0,-1
37,TRANSFER,630.79,1124,69673.05,69042.26,12,437781.65,438412.43,0,-1
37,TRANSFER,8244.67,1398,24432.25,16187.57,35,564856.5,573101.18,0,-1
37,TRANSFER,7511.07,1398,16187.57,8676.5,35,573101.18,580612.25,0,-1
37,TRANSFER,68.26,1327,68.26,0.0,1154,67905.29,67973.55,0,-1
37,TRANSFER,639.03,913,6966.24,6327.2,272,136799.17,137438.21,0,-1
37,TRANSFER,128.39,1378,480.01,351.61,31,379176.5,379304.87,0,-1
37,TRANSFER,6389.75,97,111361.18,104971.43,1236,62794.14,69183.89,0,-1
37,TRANSFER,8234.68,49,353650.0,345415.31,984,81671.28,89905.97,0,-1
37,TRANSFER,7748.7,135,84413.87,76665.16,1083,93000.81,100749.51,0,-1
37,TRANSFER,5369.66,875,9654.84,4285.18,39,382645.28,388014.93,0,-1
37,TRANSFER,8218.73,905,28822.08,20603.35,32,591054.56,599273.25,0,-1
37,TRANSFER,6531.71,905,20603.35,14071.64,40,828238.37,834770.06,0,-1
37,TRANSFER,406.1,1371,2175.7,1769.59,55,278998.75,279404.84,0,-1
37,TRANSFER,8003.32,10,496215.71,488212.4,188,156387.21,164390.53,0,-1
37,TRANSFER,4114.76,779,46442.55,42327.79,47,238692.76,242807.51,0,-1
37,TRANSFER,244.49,1403,5069.08,4824.59,64,173895.76,174140.25,0,-1
37,TRANSFER,107.94,1382,1619.51,1511.57,10,488212.4,488320.34,0,-1
37,TRANSFER,6050.39,806,62641.43,56591.03,98,145334.64,151385.03,0,-1
37,TRANSFER,455.9,920,2943.21,2487.3,84,90256.38,90712.29,0,-1
37,TRANSFER,1899.24,225,55440.76,53541.51,9,330483.03,332382.28,0,-1
37,TRANSFER,9978.67,1336,27329.97,17351.29,92,174460.23,184438.92,0,-1
37,TRANSFER,9297.63,1159,49105.49,39807.85,25,714028.81,723326.43,0,-1
37,TRANSFER,299.32,1358,6169.22,5869.9,75,218364.2,218663.51,0,-1
37,TRANSFER,3673.25,1335,5693.03,2019.77,33,670377.81,674051.06,0,-1
37,TRANSFER,3685.59,965,21638.65,17953.05,155,129963.1,133648.7,0,-1
37,TRANSFER,8862.29,742,40243.44,31381.14,11,616096.75,624959.06,0,-1
37,TRANSFER,1134.2,331,49761.79,48627.59,34,459948.87,461083.06,0,-1
37,TRANSFER,2910.61,104,103654.71,100744.09,724,78772.47,81683.09,0,-1
37,TRANSFER,8993.84,600,16345.61,7351.76,361,146759.95,155753.79,0,-1
37,TRANSFER,3600.4,85,102659.92,99059.53,146,121223.35,124823.75,0,-1
37,TRANSFER,4402.42,653,57956.87,53554.45,719,110940.03,115342.46,0,-1
37,TRANSFER,3798.2,34,461083.06,457284.84,134,85034.14,88832.35,0,-1
37,TRANSFER,850.12,1348,31585.41,30735.29,36,312310.12,313160.25,0,-1
37,TRANSFER,6893.54,866,9013.22,2119.68,125,134324.96,141218.51,0,-1
37,TRANSFER,139.01,1409,139.01,0.0,19,834484.37,834623.37,0,-1
37,TRANSFER,4391.08,955,61187.98,56796.89,69,209838.53,214229.6,0,-1
37,TRANSFER,2356.38,595,4815.18,2458.79,1190,97327.07,99683.46,0,-1
37,TRANSFER,3871.24,867,7872.67,4001.42,77,181488.96,185360.21,0,-1
37,TRANSFER,13.25,871,13.25,0.0,56,216338.64,216351.9,0,-1
37,TRANSFER,7751.66,1000,14605.4,6853.74,16,478579.46,486331.15,0,-1
37,TRANSFER,7072.32,125,141218.51,134146.18,66,135358.28,142430.6,0,-1
37,TRANSFER,4006.55,636,37318.61,33312.06,66,142430.6,146437.17,0,-1
37,TRANSFER,4249.18,745,84259.46,80010.28,8,486366.28,490615.46,0,-1
37,TRANSFER,3.3,971,3.3,0.0,19,834623.37,834626.68,0,-1
37,TRANSFER,2026.61,949,21691.06,19664.44,33,674051.06,676077.68,0,-1
37,TRANSFER,1240.01,1366,1843.08,603.07,451,139402.01,140642.03,0,-1
37,TRANSFER,115.41,619,115.41,0.0,72,206301.76,206417.18,0,-1
37,TRANSFER,6568.94,1271,37504.12,30935.18,121,97092.48,103661.42,0,-1
37,TRANSFER,185.32,1414,185.32,0.0,41,461678.84,461864.18,0,-1
37,TRANSFER,7413.9,120,109557.25,102143.35,43,398258.87,405672.78,0,-1
37,TRANSFER,4088.11,1163,73719.31,69631.19,22,452013.93,456102.06,0,-1
37,TRANSFER,6534.48,329,91627.13,85092.64,44,290586.09,297120.59,0,-1
37,TRANSFER,154.74,937,614.13,459.38,16,486331.15,486485.87,0,-1
37,TRANSFER,8082.21,865,10049.87,1967.66,357,113932.3,122014.51,0,-1
37,TRANSFER,3395.74,109,4271.46,875.71,306,92891.0,96286.74,0,-1
37,TRANSFER,1334.91,924,2076.06,741.15,10,488320.34,489655.28,0,-1
37,TRANSFER,9606.11,596,30436.38,20830.26,200,161299.71,170905.84,0,-1
37,TRANSFER,7715.77,1314,36601.78,28886.01,41,461864.18,469579.93,0,-1
37,TRANSFER,369.89,896,427.39,57.49,14,511743.75,512113.65,0,-1
37,TRANSFER,1921.21,1383,3537.29,1616.08,373,107798.09,109719.3,0,-1
37,TRANSFER,2042.72,929,4371.78,2329.06,166,209768.15,211810.89,0,-1
37,TRANSFER,4103.1,31,379304.87,375201.78,54,206877.15,210980.26,0,-1
37,TRANSFER,8342.09,1339,18684.41,10342.32,734,94084.77,102426.86,0,-1
37,TRANSFER,473.48,1323,651.98,178.49,16,486485.87,486959.37,0,-1
37,TRANSFER,3297.51,402,8255.78,4958.26,28,472396.09,475693.59,0,-1
37,TRANSFER,8640.71,98,151385.03,142744.31,158,91629.5,100270.21,0,-1
37,TRANSFER,6607.85,1295,53850.12,47242.27,103,158216.45,164824.29,0,-1
37,TRANSFER,6368.09,748,45538.5,39170.41,30,684037.68,690405.81,0,-1
37,TRANSFER,552.08,1265,29147.16,28595.07,337,129945.42,130497.51,0,-1
37,TRANSFER,294.17,942,684.49,390.32,116,177812.79,178106.96,0,-1
37,TRANSFER,523.95,286,41365.24,40841.29,30,690405.81,690929.75,0,-1
37,TRANSFER,1517.92,284,29587.11,28069.18,11,624959.06,626477.0,0,-1
37,TRANSFER,3927.49,284,28069.18,24141.69,24,569018.18,572945.68,0,-1
37,TRANSFER,7859.95,1031,41289.37,33429.42,38,401170.34,409030.28,0,-1
37,TRANSFER,2488.97,21,590970.12,588481.12,965,17953.05,20442.02,0,-1
37,TRANSFER,9163.29,766,42260.29,33097.0,4,207230.68,216393.98,0,-1
37,TRANSFER,1272.81,791,68457.1,67184.28,22,456102.06,457374.87,0,-1
37,TRANSFER,4932.35,976,38654.81,33722.46,15,477229.25,482161.59,0,-1
37,TRANSFER,2193.09,1026,40842.06,38648.97,135,76665.16,78858.25,0,-1
37,TRANSFER,325.36,1434,1079.94,754.58,121,103661.42,103986.78,0,-1
37,TRANSFER,9161.1,933,24604.14,15443.03,24,572945.68,582106.81,0,-1
37,TRANSFER,807.22,393,2559.39,1752.16,42,451486.71,452293.93,0,-1
37,TRANSFER,8682.42,663,57696.5,49014.08,45,270822.37,279504.81,0,-1
37,TRANSFER,8941.43,788,28605.16,19663.72,1054,105541.18,114482.62,0,-1
37,TRANSFER,2299.97,967,41488.89,39188.91,22,457374.87,459674.84,0,-1
37,TRANSFER,7079.78,1444,15782.02,8702.23,159,176784.87,183864.67,0,-1
37,TRANSFER,3313.88,764,41077.39,37763.5,90,133113.0,136426.89,0,-1
37,TRANSFER,192.76,626,826.72,633.96,29,523344.62,523537.4,0,-1
37,TRANSFER,7059.19,650,61823.05,54763.85,42,452293.93,459353.12,0,-1
37,TRANSFER,98.7,930,98.7,0.0,46,200305.9,200404.62,0,-1
37,TRANSFER,84.34,874,84.34,0.0,55,279404.84,279489.21,0,-1
